Price,Open,High,Low,Close,Adj Close,Volume,Return_1d,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,Vol_Change,Target_Close,Target_Return_1d
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2015-01-29,268.75,275.1499938964844,265.25,273.75,244.75758361816406,20567616,0.03462939978221469,264.5725036621094,249.09937591552733,257.762904783841,250.33237668259338,86.50091585570601,7.430528101247631,4.784500506683468,2.6460275945641634,0.8097425943295784,269.3374938964844,-0.016118743757134735
2015-01-30,273.63751220703125,273.63751220703125,266.0625,269.3374938964844,240.8123779296875,10570416,-0.016118743757134735,267.37750244140625,250.66562576293944,259.54361080117076,251.7401631428816,79.07061930773263,7.803447658289144,5.388289937004604,2.4151577212845403,-0.48606508406224624,270.3999938964844,0.0039448648037407885
2015-02-02,267.125,273.25,263.0874938964844,270.3999938964844,241.7623291015625,5710352,0.0039448648037407885,269.3174987792969,252.11937561035157,261.21382358506514,253.12237282833368,79.52665881552412,8.091450756731462,5.9289221009499755,2.162528655781486,-0.4597798232349607,266.0249938964844,-0.016179734093022424
2015-02-03,269.625,270.54998779296875,263.82501220703125,266.0249938964844,237.8506622314453,10200688,-0.016179734093022424,268.8199951171875,253.45625,261.9540036329758,254.0781225370856,72.51960691841128,7.8758810958902075,6.318313899938023,1.5575671959521848,0.7863501234249657,266.92498779296875,0.0033831178164958065
2015-02-04,265.75,270.20001220703125,264.3125,266.92498779296875,238.6553497314453,6197512,0.0033831178164958065,269.28749389648436,255.02437438964844,262.71877042682087,255.02974218566953,73.04574070242577,7.689028241151334,6.592456768180686,1.0965714729706484,-0.39244176471234093,269.125,0.008242061656429156
2015-02-05,268.75,273.20001220703125,267.5874938964844,269.125,240.6223602294922,8059148,0.008242061656429156,268.36249389648435,256.6681243896484,263.70434420730993,256.0738353571014,74.33908909447912,7.630508850208514,6.8000671845862515,0.8304416656222626,0.3003844123254622,263.375,-0.021365536460752454
2015-02-06,269.25,269.73748779296875,262.51251220703125,263.375,235.4813690185547,6903120,-0.021365536460752454,267.1699951171875,257.77624969482423,263.6536758677238,256.6146623676865,65.49373323875756,7.039013500037299,6.847856447676461,0.1911570523608379,-0.14344295451578748,260.0249938964844,-0.012719529581454725
2015-02-09,261.75,262.9375,258.625,260.0249938964844,232.48614501953125,5231896,-0.012719529581454725,265.0949951171875,258.58187408447264,263.09541710291774,256.8672795179678,60.943946062217,6.228137584949934,6.723912675131156,-0.4957750901812217,-0.24209690690586283,263.61248779296875,0.013796727163514655
2015-02-10,257.5,265.57501220703125,257.5,263.61248779296875,235.69369506835938,9275752,0.013796727163514655,264.61249389648435,259.674373626709,263.1749664398487,257.36692457537526,63.840885265886335,5.8080418644734095,6.5407385129996065,-0.732696648526197,0.7729236208059183,264.6000061035156,0.0037460983689150407
2015-02-11,264.5,266.20001220703125,263.25,264.6000061035156,236.57659912109375,4161588,0.0037460983689150407,264.1474975585937,260.86249923706055,263.3942033111821,257.9027083922746,64.61885302012789,5.491494918907506,6.330889794181187,-0.8393948752736806,-0.5513476427571586,269.0,0.016628850321201538
2015-02-12,266.2749938964844,270.4750061035156,263.17498779296875,269.0,240.51063537597656,5525740,0.016628850321201538,264.12249755859375,262.2637489318848,264.25663357100024,258.72472999284685,67.92969530754874,5.53190357815339,6.171092550975628,-0.6391889728222377,0.32779602401775465,266.45001220703125,-0.009479508524047442
2015-02-13,270.29998779296875,270.5,265.8999938964844,266.45001220703125,238.23068237304688,7714500,-0.009479508524047442,264.7375,263.17187423706054,264.59407643808197,259.29697311982346,64.18129656996663,5.297103318258507,5.996294704432204,-0.6991913861736965,0.39610260345220727,266.88751220703125,0.0016419590165379638
2015-02-16,268.95001220703125,271.25,265.625,266.88751220703125,238.62184143066406,7388716,0.0016419590165379638,266.11000366210936,263.9993751525879,264.946912710228,259.85923527443146,64.54280228275152,5.087677435796536,5.814571250705071,-0.7268938149085349,-0.04223008620130919,268.70001220703125,0.00679125068464792
2015-02-18,266.88751220703125,270.73748779296875,264.26251220703125,268.70001220703125,240.24241638183594,5381692,0.00679125068464792,267.12750854492185,264.8775009155273,265.5243126328131,260.51410763980925,66.07060090146322,5.0102049930038675,5.65369799916483,-0.6434930061609627,-0.2716336640899447,269.95001220703125,0.004652028072990477
2015-02-19,268.5,271.2250061035156,265.95001220703125,269.95001220703125,241.36004638671875,4507004,0.004652028072990477,268.197509765625,265.61312637329104,266.2051894903851,261.21306353367754,67.12274197548066,4.992125956707582,5.521383590673381,-0.5292576339657984,-0.16253029716304834,268.26251220703125,-0.006251157339106972
2015-02-20,270.75,272.4750061035156,267.125,268.26251220703125,239.8512420654297,6206024,-0.006251157339106972,268.0500122070313,266.27687683105466,266.52170067756145,261.7352449168889,64.22716565860961,4.786455760672538,5.374398024673212,-0.5879422640006737,0.3769732620605617,266.875,-0.005172218047225452
2015-02-23,269.2749938964844,270.38751220703125,265.5,266.875,238.61068725585938,5581564,-0.005172218047225452,268.135009765625,266.85500183105466,266.5760544194751,262.11596751563786,61.864068808051144,4.460086903837237,5.191535800506017,-0.7314488966687804,-0.10062158960390744,266.9125061035156,0.00014053809279857
2015-02-24,267.57501220703125,267.75,264.2749938964844,266.9125061035156,238.64419555664062,5846288,0.00014053809279857,268.1400085449219,267.1656265258789,266.6278162170198,262.4712666702955,61.90487086269159,4.156549546724307,4.984538549749676,-0.8279890030253689,0.04742828354203232,263.11248779296875,-0.014236943656259937
2015-02-25,267.5,268.70001220703125,262.5,263.11248779296875,235.24667358398438,4648524,-0.014236943656259937,267.0225036621094,266.89562530517577,266.0869964594735,262.5187645312343,55.43360522912546,3.568231928239186,4.701277225447578,-1.1330452972083922,-0.20487598284586728,259.5375061035156,-0.01358727485510347
2015-02-26,263.4125061035156,264.0,258.7749938964844,259.5375061035156,232.05027770996094,12426944,-0.01358727485510347,264.94000244140625,266.6431259155273,265.07938255855686,262.29793057362554,50.12487646956851,2.781451984931323,4.317312177344327,-1.5358601924130042,1.673309635488598,263.5,0.015267519349993153
2015-02-27,261.36248779296875,264.63751220703125,261.36248779296875,263.5,235.59310913085938,10261784,0.015267519349993153,263.9875,266.13062591552733,264.8364006264712,262.386972753357,55.241383059071154,2.449427873114189,3.9437353164983,-1.4943074433841108,-0.17423109012159388,270.63751220703125,0.02708733285400844
2015-03-02,270.0874938964844,274.75,267.0,270.63751220703125,241.9747314453125,14385232,0.02708733285400844,264.74000244140626,266.1956268310547,265.7288793311727,262.9981238239995,62.67003595178799,2.730755507173228,3.701139354633286,-0.9703838474600577,0.4018256474702644,270.8374938964844,0.000738928198911859
2015-03-03,271.61248779296875,273.0,269.26251220703125,270.8374938964844,242.15350341796875,6029348,0.000738928198911859,265.525,266.2175018310547,266.51482003352834,263.5788179034428,62.85605162035614,2.9360021300855124,3.5481119097237315,-0.6121097796382191,-0.5808654319930329,266.32501220703125,-0.01666121490246042
2015-03-04,276.25,277.32501220703125,265.0,266.32501220703125,238.1189422607422,12277624,-0.01666121490246042,266.1675048828125,266.23250274658204,266.4856188294519,263.7822397037086,56.06699906914698,2.703379125743254,3.3791653529276364,-0.6757862271843824,1.036310393760652,271.2749938964844,0.018586244109904282
2015-03-05,266.25,272.5,265.625,271.2749938964844,242.54470825195312,9702452,0.018586244109904282,268.51500244140624,266.4500030517578,267.2224457628415,264.33725853280316,61.038327829420396,2.8851872300383548,3.2803697283497804,-0.3951824983114256,-0.20974514287129176,264.75,-0.024053060707004303
2015-03-09,269.26251220703125,270.45001220703125,264.0,264.75,236.7107391357422,5755808,-0.024053060707004303,268.76500244140624,266.2312530517578,266.84206949163513,264.3678319748177,52.59041517377426,2.474237516817425,3.1191432860433097,-0.6449057692258848,-0.4067676913011268,263.13751220703125,-0.00609060545030693
2015-03-10,265.5,265.5625,261.25,263.13751220703125,235.26901245117188,5134836,-0.00609060545030693,267.26500244140624,266.21937866210936,266.2721376016961,264.2766971772039,50.72212123651784,1.9954404244921875,2.8944027137330854,-0.8989622892408979,-0.10788615603578156,264.11248779296875,0.003705194207241691
2015-03-11,262.7250061035156,265.4750061035156,262.5,264.11248779296875,236.1407470703125,5465536,0.003705194207241691,265.9200012207031,266.4237533569336,265.93988378496886,264.26453351911243,51.83626379223923,1.675350265856423,2.6505922241577533,-0.9752419583013303,0.06440322534156895,263.6499938964844,-0.0017511246830816951
2015-03-12,265.0249938964844,265.9750061035156,262.7749938964844,263.6499938964844,235.7272186279297,7530836,-0.0017511246830816951,265.38499755859374,266.4256286621094,265.5875930328943,264.2190120655844,51.24438606048669,1.3685809673098674,2.394189972788176,-1.0256090054783087,0.3778769364980854,260.6625061035156,-0.011331264411641562
2015-03-13,265.0,266.0,258.6499938964844,260.6625061035156,233.05615234375,5426780,-0.011331264411641562,263.2625,266.2287536621094,264.8298873514514,263.95556717950524,47.47357265308238,0.8743201719461808,2.090216012619777,-1.2158958406735962,-0.27939208874021426,262.88751220703125,0.008535965286208036
2015-03-16,261.25,264.4750061035156,260.625,262.88751220703125,235.04550170898438,5348772,0.008535965286208036,262.89000244140624,265.9231292724609,264.53106040615603,263.876451996359,50.40090639642645,0.6546084097970493,1.8030944920552316,-1.1484860822581824,-0.014374638367503412,264.51251220703125,0.006181351051472772
2015-03-17,265.0,266.4750061035156,260.7124938964844,264.51251220703125,236.4984130859375,5369304,0.006181351051472772,263.1650024414063,265.8262542724609,264.5282068370599,263.9235675675199,52.48368896695966,0.6046392695399732,1.5634034475521799,-0.9587641780122067,0.003838638102353187,265.88751220703125,0.005198241809158066
2015-03-18,265.0375061035156,267.9750061035156,263.29998779296875,265.88751220703125,237.72776794433594,5148332,0.005198241809158066,263.52000732421874,265.77625427246096,264.7373307401324,264.0690449482245,54.234900550635054,0.6682857919079197,1.384379916423328,-0.7160941245154082,-0.0411546822455946,263.04998779296875,-0.010671898016229808
2015-03-19,267.75,268.45001220703125,262.17498779296875,263.04998779296875,235.19078063964844,5373572,-0.010671898016229808,263.40000610351564,265.49375305175784,264.47773951749184,263.99355923302033,50.12901649837038,0.4841802844715062,1.2043399900329637,-0.7201597055614575,0.04375009226289217,263.9750061035156,0.0035165115129178748
2015-03-20,262.75,264.875,261.48748779296875,263.9750061035156,236.017822265625,6483236,0.0035165115129178748,264.0625061035156,265.195002746582,264.4003959153417,263.99218492713106,51.42017391612315,0.4082109882106124,1.0451141896684935,-0.636903201457881,0.2065039791036576,261.9375,-0.007718556895180528
2015-03-23,263.98748779296875,264.8500061035156,261.5,261.9375,234.1960906982422,5446740,-0.007718556895180528,263.87250366210935,264.87875213623045,264.02148885144294,263.8399860436399,48.44499266669949,0.1815028078030423,0.8723919132954032,-0.6908891054923609,-0.15987324848270212,259.48748779296875,-0.009353422885349572
2015-03-24,260.82501220703125,264.25,258.86248779296875,259.48748779296875,232.00555419921875,8973564,-0.009353422885349572,262.86749877929685,264.5093765258789,263.3239502270623,263.5175787658124,45.0682020454431,-0.19362853875009023,0.6591878228863046,-0.8528163616363948,0.6475109882241488,258.5625,-0.003564672041939665
2015-03-25,260.01251220703125,261.67498779296875,257.7749938964844,258.5625,231.1785430908203,10608900,-0.003564672041939665,261.4024963378906,264.0918762207031,262.59141942289887,263.1505358942708,43.8261466586409,-0.5591164713719081,0.41552696403466205,-0.9746434354065702,0.1822392975633762,251.7375030517578,-0.02639592728350859
2015-03-26,256.7250061035156,258.04998779296875,250.52499389648438,251.7375030517578,225.07635498046875,35800620,-0.02639592728350859,259.13999938964844,263.52312698364256,260.921586135031,262.3051260540846,35.95287110643915,-1.3835399190535895,0.05571358741701171,-1.4392535064706014,2.3745836043322117,253.66250610351562,0.007646866392259533
2015-03-27,253.7375030517578,255.8874969482422,252.02499389648438,253.66250610351562,226.7975311279297,10840896,0.007646866392259533,257.07749938964844,263.22937698364257,259.80480459172094,261.6649319836721,39.26693593897992,-1.8601273919511527,-0.3274546084566212,-1.5326727834945315,-0.6971869202265213,259.2250061035156,0.021928743374198367
2015-03-30,255.0,259.75,253.1999969482422,259.2250061035156,231.77088928222656,6955144,0.021928743374198367,256.5350006103516,263.01562728881834,259.7156048243047,261.4841967332901,47.68998723064938,-1.7685919089853996,-0.615682068562377,-1.1529098404230227,-0.3584345795771863,255.6750030517578,-0.013694678245432024
