Price,Open,High,Low,Close,Adj Close,Volume,Return_1d,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,Vol_Change,Target_Close,Target_Return_1d
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2015-03-31,259.9750061035156,259.9750061035156,253.71249389648438,255.6750030517578,228.5968475341797,5962256,-0.013694678245432024,255.7725036621094,262.2675018310547,259.0939737823744,261.0538860902136,43.53974434880918,-1.959912307839204,-0.8845281164177424,-1.0753841914214615,-0.14275592281051264,258.3125,0.010315818585160175
2015-04-01,256.5249938964844,259.2124938964844,253.25,258.3125,230.9550323486328,3844196,0.010315818585160175,255.72250366210938,261.6412521362305,258.9737470466245,260.85082045390146,47.21513609856678,-1.8770734072769528,-1.0830371745895846,-0.7940362326873682,-0.35524472615734715,257.98748779296875,-0.0012582132379627131
2015-04-06,258.75,259.2124938964844,254.9499969482422,257.98748779296875,230.66444396972656,7151172,-0.0012582132379627131,256.9725006103516,261.22437591552733,258.8220148537544,260.6387217382768,46.81074762926844,-1.8167068845223753,-1.229771116576143,-0.5869357679462324,0.8602516625062822,258.1875,0.0007752787111587889
2015-04-07,258.3125,259.54998779296875,255.91250610351562,258.1875,230.84326171875,6197072,0.0007752787111587889,257.87749938964845,260.57000122070315,258.72439718394605,260.45714975766373,47.11095734023204,-1.7327525737176757,-1.3303674080044496,-0.402385165713226,-0.13341868997137807,258.88751220703125,0.0027112552196804085
2015-04-08,260.01251220703125,260.61248779296875,257.51251220703125,258.88751220703125,231.4691162109375,4106144,0.0027112552196804085,257.81000061035155,260.27687683105466,258.74949180288223,260.34088030946873,48.21264472845111,-1.5913885065864974,-1.3825716277208593,-0.20881687886563816,-0.3374057942202382,264.0249938964844,0.019844455399396388
2015-04-09,259.5625,264.75,257.5,264.0249938964844,236.06251525878906,7002784,0.019844455399396388,259.47999877929686,260.32125091552734,259.5611075095903,260.61377761221064,55.53340092086107,-1.0526701026203682,-1.316591322700761,0.26392122008039287,0.7054404326784447,260.6625061035156,-0.012735490467569388
2015-04-10,263.25,263.25,258.7124938964844,260.6625061035156,233.05615234375,6119324,-0.012735490467569388,259.95,260.1487518310547,259.73055344711725,260.6173871300851,50.50150505504502,-0.8868336829678469,-1.2306397947541783,0.34380611178633136,-0.12615839643204763,259.70001220703125,-0.0036924907646753713
2015-04-13,260.0,261.57501220703125,258.70001220703125,259.70001220703125,232.195556640625,4563236,-0.0036924907646753713,260.2925048828125,259.95125274658204,259.7258547947963,260.5494334320811,49.129235798113996,-0.8235786372848111,-1.1492275632603048,0.3256489259754938,-0.25429083343192815,257.9125061035156,-0.006882965034636368
2015-04-15,260.0,262.17498779296875,256.29998779296875,257.9125061035156,230.59739685058594,4893996,-0.006882965034636368,260.2375061035156,259.81375274658205,259.4468780730608,260.354105481817,46.5968724820318,-0.9072274087561709,-1.100827532359478,0.19360012360330714,0.07248364976082766,257.4125061035156,-0.0019386419354140427
2015-04-16,257.0,258.38751220703125,254.5,257.4125061035156,230.1503448486328,5610120,-0.0019386419354140427,259.9425048828125,259.5400024414063,259.13389777005386,260.1362092315724,45.884415958526965,-1.002311461518559,-1.0811243181912942,0.07881285667273508,0.14632705053293882,254.5625,-0.01107174684966361
2015-04-17,256.2749938964844,256.9624938964844,254.0124969482422,254.5625,227.60220336914062,4049012,-0.01107174684966361,258.0500061035156,259.04250183105466,258.43060580543016,259.72334188108556,41.947400494918895,-1.292736075655398,-1.123446669684115,-0.16928940597128306,-0.2782664185436319,251.27499389648438,-0.01291433775012274
2015-04-20,255.0,256.25,250.64999389648438,251.27499389648438,224.662841796875,5188880,-0.01291433775012274,256.17250366210936,258.31187591552737,257.3297424348231,259.09753832667064,37.90698004813034,-1.767795891847527,-1.2523165141167973,-0.5154793777307296,0.28151756527271354,250.75,-0.002089320104413761
2015-04-21,251.25,253.60000610351562,248.89999389648438,250.75,224.19345092773438,6510744,-0.002089320104413761,254.38250122070312,257.6968765258789,256.3174743679273,258.47920215432464,37.289279663730476,-2.161727786397364,-1.4341987685729107,-0.7275290178244533,0.2547493871509845,253.27499389648438,0.010069766287076343
2015-04-22,251.625,255.25,248.375,253.27499389648438,226.4510498046875,6765936,0.010069766287076343,253.4549987792969,257.16187591552733,255.84940044924377,258.09370524633647,42.17019396312638,-2.2443047970926955,-1.5962199742768677,-0.6480848228158278,0.03919552051194142,253.375,0.0003948518642804544
2015-04-23,255.0124969482422,256.04998779296875,251.52499389648438,253.375,226.54043579101562,9627828,0.0003948518642804544,252.64749755859376,256.73375091552737,255.46872345705242,257.74417152438565,42.36154138198338,-2.2754480673332296,-1.7320655928881403,-0.5433824744450892,0.4229853785196904,251.6125030517578,-0.0069560807034718675
2015-04-24,254.72500610351562,254.75,250.08749389648438,251.6125030517578,224.964599609375,7205244,-0.0069560807034718675,252.0574981689453,256.3400016784668,254.87545877931478,257.28997385974657,39.85844390297543,-2.4145150804317836,-1.868555490396869,-0.5459595900349146,-0.25162310751708483,251.3625030517578,-0.0009935913238324767
2015-04-27,251.7375030517578,253.125,249.0,251.3625030517578,224.7410888671875,7370704,-0.0009935913238324767,252.075,255.9800018310547,254.33500405199834,256.8509019480437,39.5018940620534,-2.5158978960453737,-1.9980239715265702,-0.5178739245188035,0.02296383023253612,251.1374969482422,-0.0008951458582081573
2015-04-28,249.8874969482422,252.8625030517578,247.52499389648438,251.1374969482422,224.5399169921875,7942108,-0.0008951458582081573,252.15249938964843,255.95000152587892,253.8430798821897,256.42768676287324,39.16234109729111,-2.5846068806835376,-2.1153405533579637,-0.46926632732557394,0.07752366666739019,248.28750610351562,-0.011348328622204584
2015-04-29,251.0,252.375,247.0,248.28750610351562,221.99176025390625,7863564,-0.011348328622204584,251.15500183105468,255.6812515258789,252.98837622393216,255.82471041773564,35.052352418115305,-2.8363341938034807,-2.259539281447067,-0.5767949123564136,-0.009889565843224535,247.1999969482422,-0.004380039786698098
2015-04-30,247.75,248.75,244.7624969482422,247.1999969482422,221.01943969726562,15143684,-0.004380039786698098,249.9200012207031,255.08000106811522,252.09785633536447,255.18584275332873,33.60315940253582,-3.0879864179642595,-2.4252287087505056,-0.662757709213754,0.9258041264749672,250.2375030517578,0.012287646201515123
2015-05-04,248.5124969482422,252.375,248.0,250.2375030517578,223.73524475097656,3141448,0.012287646201515123,249.64500122070314,254.80812606811523,251.81164813788652,254.81929907173088,40.946950482084446,-3.00765093384436,-2.5417131537692765,-0.46593778007508346,-0.792557213951374,246.91250610351562,-0.01328736463436686
2015-05-05,249.7624969482422,250.97500610351562,246.46249389648438,246.91250610351562,220.76239013671875,5138004,-0.01328736463436686,248.7550018310547,254.238126373291,251.05793397875254,254.23361070371496,36.22385870144875,-3.1756767249624147,-2.6685058680079043,-0.5071708569545104,0.6355527769359861,242.64999389648438,-0.017263249538458925
2015-05-06,246.875,246.875,241.375,242.64999389648438,216.95132446289062,11007696,-0.017263249538458925,247.05750122070313,253.47125167846679,249.76440473532665,253.37556501429046,31.247821338340017,-3.6111602789638084,-2.857036750199085,-0.7541235287647234,1.1424070514542222,237.8249969482422,-0.01988459538268339
2015-05-07,242.0,242.5,236.0500030517578,237.8249969482422,212.6373291015625,11736664,-0.01988459538268339,244.96499938964843,252.4531265258789,247.92757276808288,252.22367108347208,26.76569992358759,-4.296098315389202,-3.1448490632371087,-1.151249252152093,0.06622348582300974,245.5,0.0322716415441735
2015-05-08,240.375,246.9499969482422,238.85000610351562,245.5,219.4994659423828,11571932,0.0322716415441735,244.625,251.78375091552735,247.55410003453167,251.72562137358526,41.21098868166405,-4.171521339053584,-3.350183518400404,-0.8213378206531798,-0.014035674873200787,247.5749969482422,0.00845212606208623
2015-05-11,246.5124969482422,248.1875,243.5124969482422,247.5749969482422,221.35470581054688,6731344,0.00845212606208623,244.09249877929688,250.96125106811525,247.5573149443333,251.41816771244874,44.40384961020039,-3.8608527681154214,-3.4523173683434076,-0.4085353997720138,-0.41830422093735087,242.9875030517578,-0.018529714038301837
2015-05-12,247.5,247.5,241.75,242.9875030517578,217.2530517578125,11107568,-0.018529714038301837,243.3074981689453,250.07750091552734,246.85426696086017,250.79367403387906,39.319508842318434,-3.9394070730188844,-3.5497353092785033,-0.38967176374038104,0.6501263343546251,247.5625,0.018828116223194025
2015-05-13,243.96249389648438,248.35000610351562,242.89999389648438,247.5625,221.34353637695312,7791848,0.018828116223194025,244.28999938964844,249.4706253051758,246.9632258899586,250.55432780914728,45.964483475225705,-3.5911019191886737,-3.5580086312605372,-0.03309328792813648,-0.2985099888652494,247.7624969482422,0.000807864471566555
2015-05-14,247.25,248.71249389648438,243.5,247.7624969482422,221.5223388671875,4455188,0.000807864471566555,246.27749938964843,248.9631248474121,247.08619066815606,250.34752552315433,46.24162881805508,-3.2613348549982675,-3.4986738760080835,0.23733902100981608,-0.4282244725513126,247.52499389648438,-0.0009585916136751749
2015-05-15,248.72500610351562,249.3874969482422,246.0500030517578,247.52499389648438,221.3100128173828,8153624,-0.0009585916136751749,246.6824981689453,248.46874923706054,247.15369885712965,250.13844910636396,45.940291765616344,-2.9847502492343096,-3.395889150653329,0.4111389014190192,0.8301413991957243,252.46249389648438,0.01994748054438844
2015-05-18,249.0,253.0,248.0,252.46249389648438,225.72457885742188,5713304,0.01994748054438844,247.65999755859374,248.36374893188477,247.97043655549191,250.31060057229882,52.823179394241926,-2.3401640168069093,-3.184744123884045,0.8445801070771357,-0.29929268261573017,251.8874969482422,-0.00227755394224205
2015-05-19,251.58749389648438,254.5,249.52499389648438,251.8874969482422,225.21047973632812,4786348,-0.00227755394224205,249.43999633789062,248.39437408447264,248.57306123129965,250.4274077112576,51.992975495524334,-1.8543464799579397,-2.918664595098824,1.0643181151408845,-0.16224517372084524,256.01251220703125,0.016376419269578335
2015-05-20,252.41250610351562,256.70001220703125,252.3874969482422,256.01251220703125,228.89862060546875,4008840,0.016376419269578335,251.12999877929687,248.65749969482422,249.717592150643,250.84111915538898,57.19101808547182,-1.1235270047459949,-2.5596370770282584,1.4361100722822635,-0.16244284786647356,256.17498779296875,0.0006346392390623734
2015-05-21,256.0,257.5,253.77499389648438,256.17498779296875,229.0438995361328,3934380,0.0006346392390623734,252.8124969482422,248.80249938964843,250.7110376340777,251.23622053595045,57.386734430584134,-0.5251829018727392,-2.1527462419971544,1.6275633401244152,-0.018573951567036895,256.07501220703125,-0.00039026286991883374
2015-05-22,256.17498779296875,257.25,254.58749389648438,256.07501220703125,228.95448303222656,4689536,-0.00039026286991883374,254.52250061035156,248.9375,251.53626449145517,251.5946495486231,57.213401732435685,-0.05838505716792497,-1.7338740050313084,1.6754889478633834,0.191937738601762,255.8874969482422,-0.0007322669134053328
2015-05-25,257.1000061035156,257.75,254.39999389648438,255.8874969482422,228.78684997558594,4369060,-0.0007322669134053328,255.20750122070314,249.15124969482423,252.2056848694224,251.91263824489118,56.866463195770635,0.29304662453122887,-1.328489879118801,1.6215365036500298,-0.06833853072031004,256.8500061035156,0.0037614544155244456
2015-05-26,256.11248779296875,257.54998779296875,254.5124969482422,256.8500061035156,229.6474151611328,4906344,0.0037614544155244456,256.2000030517578,249.4256248474121,252.92019582851367,252.2783691973819,58.26541829611736,0.641826631131778,-0.9344265770686853,1.5762532082004632,0.12297473598439934,259.5375061035156,0.010463305182546456
2015-05-27,255.9499969482422,260.0,255.35000610351562,259.5375061035156,232.05027770996094,3218592,0.010463305182546456,256.9050018310547,249.8456253051758,253.93824356312933,252.8160830422807,61.97392052503426,1.122160520848638,-0.5231091574852207,1.6452696783338587,-0.3439938169847039,257.3500061035156,-0.008428454264053586
2015-05-28,259.76251220703125,260.92498779296875,255.5500030517578,257.3500061035156,230.094482421875,9561160,-0.008428454264053586,257.14000549316404,250.2987503051758,254.46313010780415,253.15192919496474,57.49554080169497,1.3112009128394106,-0.15624714342029444,1.467448056259705,1.9706032948568817,262.63751220703125,0.020545972326065476
2015-05-29,257.48748779296875,263.5,256.7875061035156,262.63751220703125,234.82196044921875,5058680,0.020545972326065476,258.45250549316404,251.07062606811525,255.7207273538391,253.85456497363631,64.22498598571099,1.8661623802027805,0.24823476130432054,1.61792761889846,-0.4709135711566379,259.04998779296875,-0.013659604006736603
2015-06-01,262.23748779296875,264.0,257.75,259.04998779296875,231.6144256591797,3841320,-0.013659604006736603,259.0850036621094,251.5112503051758,256.2329212675514,254.23941110840167,57.56556866788613,1.9935101591497073,0.5972898408733979,1.3962203182763093,-0.24064775791313153,252.1999969482422,-0.026442737570020802
2015-06-02,259.6000061035156,260.07501220703125,251.22500610351562,252.1999969482422,225.48988342285156,4726008,-0.026442737570020802,258.1550018310547,251.7756248474121,255.61247137227303,254.0883433928343,47.44888762969361,1.524127979438731,0.7826574685864645,0.7414705108522666,0.23030833151104302,251.3874969482422,-0.003221649523519776
2015-06-03,252.25,254.25,249.5,251.3874969482422,224.763427734375,5824832,-0.003221649523519776,256.525,252.2125,254.96247530703752,253.8882806932349,46.40710339221286,1.0741946138026321,0.8409648976296981,0.2332297161729341,0.2325057426902366,253.7375030517578,0.009348142338198473
2015-06-04,252.21249389648438,254.46249389648438,248.75,253.7375030517578,226.86456298828125,5557588,0.009348142338198473,255.80249938964843,253.00812530517578,254.7740180369945,253.8771119790514,49.83762486677005,0.896906057943113,0.8521531296923811,0.04475292825073185,-0.045880121521101436,252.9375,-0.0031528766624404625
2015-06-05,252.5625,254.625,250.625,252.9375,226.14927673339844,6753860,-0.0031528766624404625,253.86249694824218,253.38000030517577,254.49147680053383,253.80751109171425,48.69489473301383,0.683965708819585,0.818515645517822,-0.134549936698237,0.21525021286212653,250.8625030517578,-0.00820359554531136
2015-06-08,251.0625,253.0625,248.8874969482422,250.8625030517578,224.29403686523438,3811996,-0.00820359554531136,252.225,253.54437561035155,253.933173146876,253.58936234801376,45.76386933312493,0.3438107988622221,0.723574676186702,-0.3797638773244799,-0.43558261497869366,250.46249389648438,-0.001594535454311874
2015-06-09,251.25,251.5,249.27499389648438,250.46249389648438,223.9364013671875,6040260,-0.001594535454311874,251.87749938964845,253.9181251525879,253.39922249296959,253.3577424627153,45.19905891908549,0.04148003025429148,0.58715574700022,-0.5456757167459285,0.5845399627911467,253.89999389648438,0.013724609806930577
2015-06-10,249.5,254.75,249.25,253.89999389648438,227.00982666015625,7986248,0.013724609806930577,252.37999877929687,254.2349998474121,253.47626424735648,253.39790923558706,50.81671270359618,0.07835501176941762,0.48539559995405956,-0.40704058818464195,0.3221695754818501,250.0500030517578,-0.01516341448316938
2015-06-11,254.39999389648438,254.6374969482422,248.6750030517578,250.0500030517578,223.56759643554688,9094176,-0.01516341448316938,251.6424987792969,254.3493751525879,252.9491471403413,253.14991618493303,45.2249730411186,-0.2007690445917376,0.3481626710449002,-0.5489317156366378,0.13872947596919105,252.28750610351562,0.008948222453309285
2015-06-12,250.25,252.71249389648438,247.53750610351562,252.28750610351562,225.568115234375,6528344,0.008948222453309285,251.5125,254.58750076293944,252.84735621159888,253.0860339566799,48.754258452873856,-0.23867774508102002,0.23079458781971615,-0.4694723329007362,-0.282140130122839,251.3000030517578,-0.0039141972070254605
